Invoice Created Date,Year,Month,Quarter,QY,Commodity,Description,Supplier,Reporting Total,PO Ship-To City,Chart Of Accounts,Accounting Total Currency,Invoice #
5/21/2025,2025,5,Q2,Q2-2025,Office Supplies,"POST-IT SUPER STICKY NOTES, 3",STAPLES BUSINESS ADVANTAGE_US_246182,17.36,Asheville,US_500-BAAN,USD,6032483276
5/21/2025,2025,5,Q2,Q2-2025,Office Supplies,"PILOT G2 GEL PENS, FINE POINT,",STAPLES BUSINESS ADVANTAGE_US_246182,55.08,Asheville,US_500-BAAN,USD,6032483276
5/21/2025,2025,5,Q2,Q2-2025,Site Equipment Spare Parts,Suction Y Axis Encoder Cable (Slave),AMADA AMERICA INC_US_70576373,60.66,Asheville,US_500-BAAN,USD,IN0000068945
5/21/2025,2025,5,Q2,Q2-2025,MRO Services,2-Ply 500' White Compact[REG] Coreless Bathroom Ti,FASTENAL CO_US_323253,450.87,Asheville,US_500-BAAN,USD,NCBUN87585
5/21/2025,2025,5,Q2,Q2-2025,MRO Services,White/Pink Cherry Scent HEALTH GARDS[REG] Urinal S,FASTENAL CO_US_323253,28.96,Asheville,US_500-BAAN,USD,NCBUN87585
5/21/2025,2025,5,Q2,Q2-2025,MRO Services,48" L x 43" W 16 Micron ORMADUS[REG] 56 gal Clear,FASTENAL CO_US_323253,128.04,Asheville,US_500-BAAN,USD,NCBUN87585
5/21/2025,2025,5,Q2,Q2-2025,MRO Services,58" L x 38" W 1.70 mil ORMADUS[REG] 60 gal Black L,FASTENAL CO_US_323253,149.4,Asheville,US_500-BAAN,USD,NCBUN87585
5/21/2025,2025,5,Q2,Q2-2025,MRO Services,1200mL Green Tranquil Aloe[REG] enMotion[REG] Liqu,FASTENAL CO_US_323253,90.4,Asheville,US_500-BAAN,USD,NCBUN87585
5/21/2025,2025,5,Q2,Q2-2025,Waste Management,Biohazard Waste Management,STERICYCLE INC_US_258534,709.84,Asheville,US_500-BAAN,USD,8010866632
5/21/2025,2025,5,Q2,Q2-2025,Human Resources Services - Other,2025 Annual Meeting Reserved Table,ASHEVILLE AREA CHAMBER OF COMMERCE_US_70680287,900,Asheville,US_500-BAAN,USD,157041
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,Light Duty Tray,KARDEX REMSTAR LLC_US_70656253,902,Asheville,US_500-BAAN,USD,9030029541
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,Tray packing fee,KARDEX REMSTAR LLC_US_70656253,322,Asheville,US_500-BAAN,USD,9030029541
5/21/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,PROFLEX 4000 WRST LHMEDBK,THERMO FISHER (FISHER SCI)_US_292344,60.18,Asheville,US_500-BAAN,USD,1086019X
5/21/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,PROFLEX 4000 WRST RHXLGBK,THERMO FISHER (FISHER SCI)_US_292344,30.09,Asheville,US_500-BAAN,USD,1086019X
5/21/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,B30 B595 WHT 2.25 X100FT,THERMO FISHER (FISHER SCI)_US_292344,196.13,Asheville,US_500-BAAN,USD,1086020X
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"Low-Carbon Steel Bar, 3/8&quot; Thick, 2-1/4&quot; Wide, 6 Feet Long",MCMASTER-CARR SUPPLY CO_US_50004682,130.56,Asheville,US_500-BAAN,USD,45960663
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,6 FL. oz Can of Jaw Lubricant for Air-Powered Tool for Blind Rivets,MCMASTER-CARR SUPPLY CO_US_50004682,66.6,Asheville,US_500-BAAN,USD,45942070
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,Two-Piece Jaw for Air-Powered Tool for Blind Rivets,MCMASTER-CARR SUPPLY CO_US_50004682,153.7,Asheville,US_500-BAAN,USD,45942070
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"3/32&quot;, 1/8&quot; and 5/32&quot; Jaw Pusher for Air-Powered Tool for Blind Rivets",MCMASTER-CARR SUPPLY CO_US_50004682,44.31,Asheville,US_500-BAAN,USD,45942070
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,Milwaukee 2606-22CT Cordless Drill/Driver,MCMASTER-CARR SUPPLY CO_US_50004682,213.96,Asheville,US_500-BAAN,USD,45942070
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"Low-Pressure Brass Threaded Pipe Fitting, Tee Connector, 1/4 NPT Female",MCMASTER-CARR SUPPLY CO_US_50004682,14.26,Asheville,US_500-BAAN,USD,45931108
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"ARO Quick-Disconnect Hose Coupling for Air, Zinc-Plated Steel Plug, 1/4 Coupling Size, 1/4 NPT Male",MCMASTER-CARR SUPPLY CO_US_50004682,2.7,Asheville,US_500-BAAN,USD,45931108
5/21/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"Nickel-Plated ARO Quick-Disconnect Hose Coupling for Air, Push-to-Connect Socket, 1/4 Size, 1/4 NPT Male",MCMASTER-CARR SUPPLY CO_US_50004682,22.36,Asheville,US_500-BAAN,USD,45931108
5/20/2025,2025,5,Q2,Q2-2025,Advertising,CO2_West South_Vios Evolution eBook (10563) ,WEST SOUTH LLC_US_70208843,3240,Asheville,US_500-BAAN,USD,West_South_10563
5/20/2025,2025,5,Q2,Q2-2025,Electronic Components,"EVEREADY LED Flashlights (4-Pack), Bright Flashlights for Emergencies and Camping Gear, Flash Light with AA Batteries Included, Blue/Yellow (4-Pack)",AMAZON CAPITAL SERVICES INC_US_70345775,11.23,Asheville,US_500-BAAN,USD,1PXL-T7XN-4FQP
5/20/2025,2025,5,Q2,Q2-2025,Production Equipment and Supplies,LubriMatic 11315 Multi-Purpose Grease - 14 Ounce Cartridge,AMAZON CAPITAL SERVICES INC_US_70345775,6.99,Asheville,US_500-BAAN,USD,1PXL-T7XN-4CYC
5/20/2025,2025,5,Q2,Q2-2025,Fittings and Connectors (non plastic),Bravex Heavy Duty Professional Pistol Grip Grease Gun 6000 PSI - 18 inch Flex Hose ...,AMAZON CAPITAL SERVICES INC_US_70345775,19.99,Asheville,US_500-BAAN,USD,1PXL-T7XN-4CYC
5/20/2025,2025,5,Q2,Q2-2025,Hardware/Fasteners,WPX100BB20P Filters,FASTENAL CO_US_323253,305.46,Asheville,US_500-BAAN,USD,NCBUN87571
5/20/2025,2025,5,Q2,Q2-2025,Hand Tools,8-1/2"OAL Clauss[REG] Plastic Handle Bent Shears,FASTENAL CO_US_323253,79.38,Asheville,US_500-BAAN,USD,NCBUN87572
5/20/2025,2025,5,Q2,Q2-2025,MRO Services,800'enMotionRollTwl,FASTENAL CO_US_323253,50.01,Asheville,US_500-BAAN,USD,NCBUN87573
5/20/2025,2025,5,Q2,Q2-2025,Janitorial Services/Supplies,2025 Quality Janitorial - Training Center,QUALITY JANITORIAL GROUP INC._US_70680728,800,Asheville,US_500-BAAN,USD,46755
5/20/2025,2025,5,Q2,Q2-2025,Janitorial Services/Supplies,2025 Quality Janitorial - Biltmore Park,QUALITY JANITORIAL GROUP INC._US_70680728,3500,Asheville,US_500-BAAN,USD,46754
5/20/2025,2025,5,Q2,Q2-2025,Janitorial Services/Supplies,2025 Aiken/ANX 12Mo Blanket ,QUALITY JANITORIAL GROUP INC._US_70680728,29100,Asheville,US_500-BAAN,USD,46756
5/20/2025,2025,5,Q2,Q2-2025,Office Supplies,BROTHER P-TOUCH TZE-S651 LAMIN,STAPLES BUSINESS ADVANTAGE_US_246182,97.64,Asheville,US_500-BAAN,USD,6032414263
5/20/2025,2025,5,Q2,Q2-2025,Office Supplies,"STAPLES BOOK RINGS, 1 , SILVER",STAPLES BUSINESS ADVANTAGE_US_246182,3.14,Asheville,US_500-BAAN,USD,6032414263
5/20/2025,2025,5,Q2,Q2-2025,Office Supplies,EXPO LOW ODOR DRY-ERASE MARKER,STAPLES BUSINESS ADVANTAGE_US_246182,44.8,Asheville,US_500-BAAN,USD,6032414264
5/20/2025,2025,5,Q2,Q2-2025,Office Supplies,BIC ROUND STIC XTRA LIFE BALLP,STAPLES BUSINESS ADVANTAGE_US_246182,26.59,Asheville,US_500-BAAN,USD,6032414254
5/20/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,BACK SUPPORT PROFLEX 1650 MD,THERMO FISHER (FISHER SCI)_US_292344,47.2,Asheville,US_500-BAAN,USD,1054531X
5/20/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"Conductive Aluminum Foil Electrical Tape, Low-Outgassing, 3M 1170, 1/2&quot; Width x 54 Feet Long",MCMASTER-CARR SUPPLY CO_US_50004682,50.69,Asheville,US_500-BAAN,USD,45850534
5/19/2025,2025,5,Q2,Q2-2025,Waste Management,Blanket PO for VLS (waste to energy),VLS RECOVERY SERVICES LLC_US_70653752,597.42,Asheville,US_500-BAAN,USD,198740
5/19/2025,2025,5,Q2,Q2-2025,Software-as-a-Service,INSSWSUB0500,KLATU NETWORKS INC_US_69770335,17178,Asheville,US_500-BAAN,USD,8536
5/19/2025,2025,5,Q2,Q2-2025,MRO Services,1/8'' HSS 118[DEG] Bright Finish Screw Machine Dri,FASTENAL CO_US_323253,20.51,Asheville,US_500-BAAN,USD,NCBUN87554
5/19/2025,2025,5,Q2,Q2-2025,MRO Services,#8 Dia. x 32 x 2-1/8" OAL 4 Flutes HSS Maintenance,FASTENAL CO_US_323253,47.74,Asheville,US_500-BAAN,USD,NCBUN87554
5/19/2025,2025,5,Q2,Q2-2025,Site Equipment Spare Parts,"media filter foam 16 in diameter, 22ppi reticulated",PSI WATER SYSTEMS INC_US_70723694,316,Asheville,US_500-BAAN,USD,INV-16440
5/19/2025,2025,5,Q2,Q2-2025,Plastic Machined Parts,Sliders( 334763H01),AUSTIN INDUSTRIAL INC_US_70578579,492.1,Asheville,US_500-BAAN,USD,17723
5/19/2025,2025,5,Q2,Q2-2025,Product Services,NITROGEN IND LIQ 180LT 22PSI,AIRGAS USA LLC_US_69316438,480,Asheville,US_500-BAAN,USD,9161141758
5/17/2025,2025,5,Q2,Q2-2025,Office Supplies,CLI TRANSPARENT MAGNETIC PLAST,STAPLES BUSINESS ADVANTAGE_US_246182,24.49,Asheville,US_500-BAAN,USD,6032290403
5/17/2025,2025,5,Q2,Q2-2025,Product Services,"Phillips Bit, 1/4&quot; Hex Shank for Power Tools, Number 2 Size, 2&quot; Overall Length",MCMASTER-CARR SUPPLY CO_US_50004682,12.36,Asheville,US_500-BAAN,USD,45783443
5/16/2025,2025,5,Q2,Q2-2025,Site Infrastructure,"K Tool International 77734; 30 Inch Oscillating High-Velocity Industrial Grade Pedestal Fan; Adjustable Height Stand, Cool Your Shop, Garage, Barn or Workspace; 3- Speed Motor, 5,320 Max CFM, Black",AMAZON CAPITAL SERVICES INC_US_70345775,208.34,Asheville,US_500-BAAN,USD,1YH7-7FNQ-YJPM
5/16/2025,2025,5,Q2,Q2-2025,Material Handling Equipment,50% Deposit for Biltmore Park Relocation,REUZEIT INC_US_70613555,22817.5,Asheville,US_500-BAAN,USD,ACCSINV202501051
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,STAPLES STAINLESS STEEL GENERA,STAPLES BUSINESS ADVANTAGE_US_246182,2.76,Asheville,US_500-BAAN,USD,6032188368
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,SWINGLINE OPTIMA HIGH CAPACITY,STAPLES BUSINESS ADVANTAGE_US_246182,42.15,Asheville,US_500-BAAN,USD,6032188368
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,"SWINGLINE STANDARD STAPLES, 0.",STAPLES BUSINESS ADVANTAGE_US_246182,29.85,Asheville,US_500-BAAN,USD,6032188368
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,UNI-BALL 207 RETRACTABLE GEL P,STAPLES BUSINESS ADVANTAGE_US_246182,91.38,Asheville,US_500-BAAN,USD,6032188368
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,2025-2026 BLUE SKY ASHLEY G 11,STAPLES BUSINESS ADVANTAGE_US_246182,9.99,Asheville,US_500-BAAN,USD,6032188368
5/16/2025,2025,5,Q2,Q2-2025,"Shipping films (stretch, shrink, bubble)",3/16  ANTISTATIC UPS APPROVED,STAPLES BUSINESS ADVANTAGE_US_246182,24.26,Asheville,US_500-BAAN,USD,6032188368
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,UNI-BALL 207 RETRACTABLE GEL P,STAPLES BUSINESS ADVANTAGE_US_246182,94.08,Asheville,US_500-BAAN,USD,6032188368
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,TRU RED TANK DRY ERASE MARKERS,STAPLES BUSINESS ADVANTAGE_US_246182,26.54,Asheville,US_500-BAAN,USD,6032188359
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,"POST-IT NOTES, 3  X 3 , CANARY",STAPLES BUSINESS ADVANTAGE_US_246182,36.82,Asheville,US_500-BAAN,USD,6032188359
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,STAPLES PREMIUM 1-SUBJECT NOTE,STAPLES BUSINESS ADVANTAGE_US_246182,18.81,Asheville,US_500-BAAN,USD,6032188359
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,"STAPLES STANDARD STAPLES, 1/4",STAPLES BUSINESS ADVANTAGE_US_246182,18.32,Asheville,US_500-BAAN,USD,6032188359
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,BROTHER P-TOUCH TZE-651 LAMINA,STAPLES BUSINESS ADVANTAGE_US_246182,82.64,Asheville,US_500-BAAN,USD,6032188359
5/16/2025,2025,5,Q2,Q2-2025,Office Supplies,BIC ROUND STIC XTRA LIFE BALLP,STAPLES BUSINESS ADVANTAGE_US_246182,12.28,Asheville,US_500-BAAN,USD,6032188359
5/16/2025,2025,5,Q2,Q2-2025,MRO Services,1/16" x 7" 2% Thoriated Red Tungsten ORMADUS[REG],FASTENAL CO_US_323253,14.32,Asheville,US_500-BAAN,USD,NCBUN87529
5/16/2025,2025,5,Q2,Q2-2025,Hand Tools,4V 1/4" Drive Milwaukee[REG] M4[TM] Cordless Hex 2,FASTENAL CO_US_323253,433.15,Asheville,US_500-BAAN,USD,NCBUN87530
5/16/2025,2025,5,Q2,Q2-2025,Hand Tools,#2Phillips 1/4"Hex 1"OAL Insert Bit,FASTENAL CO_US_323253,15.71,Asheville,US_500-BAAN,USD,NCBUN87527
5/16/2025,2025,5,Q2,Q2-2025,OEM - Kitting,6" Dia x 0.0450" Thk x 7/8" 60 Grit Zirconia Cutti,FASTENAL CO_US_323253,167.3,Asheville,US_500-BAAN,USD,NCBUN87526
5/16/2025,2025,5,Q2,Q2-2025,Professional Services,UL Mark Certification Service,UL GMBH_US_70941193,3844,Asheville,US_500-BAAN,USD,34742235075
5/16/2025,2025,5,Q2,Q2-2025,Security,Document Shredding Services,STERICYCLE INC_US_69320014,112.48,Asheville,US_500-BAAN,USD,8005100734
5/16/2025,2025,5,Q2,Q2-2025,Waste Management,Purchase Order Number,"CURBSIDE MANAGEMENT, INC_US_70655618",44,Asheville,US_500-BAAN,USD,11226
5/16/2025,2025,5,Q2,Q2-2025,Product Services,PA1-G VINYL GOLD SQUEEGEE HAND APPLICATOR,MSC INDUSTRIAL SUPPLY CO (EZ BUY)_US_50019280,12.5,Asheville,US_500-BAAN,USD,22010970
5/16/2025,2025,5,Q2,Q2-2025,OEM - Kitting,DC FIBRE 3" TR 987C 80+ CBTRN II RLC,AIRGAS USA LLC_US_69316438,1216,Asheville,US_500-BAAN,USD,9161141735
5/16/2025,2025,5,Q2,Q2-2025,OEM - Kitting,RL DC PPR 5"XNH F-WT 363I 60 STIKIT,AIRGAS USA LLC_US_69316438,1246.8,Asheville,US_500-BAAN,USD,9161141735
5/16/2025,2025,5,Q2,Q2-2025,Industrial Gases,WIRE MIG ER70S-6 .035 ARCPLUS 6 44LB SO,AIRGAS USA LLC_US_69316438,213.84,Asheville,US_500-BAAN,USD,9161141735
5/16/2025,2025,5,Q2,Q2-2025,Industrial Gases,ROD TIG ER70S-2 1/16" 36" 10LB TB CRBN,AIRGAS USA LLC_US_69316438,40.1,Asheville,US_500-BAAN,USD,9161141735
5/16/2025,2025,5,Q2,Q2-2025,Industrial Gases,ROD TIG ER5356 1/16" X 36" 1LB TB,AIRGAS USA LLC_US_69316438,27.4,Asheville,US_500-BAAN,USD,9161141735
5/16/2025,2025,5,Q2,Q2-2025,Professional Services,UL Mark Certification Service ,UL GMBH_US_70941193,7221.5,Asheville,US_500-BAAN,USD,34742235076
5/16/2025,2025,5,Q2,Q2-2025,Professional Services,UL Mark Certification Service ,UL GMBH_US_70941193,6047.77,Asheville,US_500-BAAN,USD,34742235903
5/16/2025,2025,5,Q2,Q2-2025,Industrial Supplies,HSS 2X2X1/4,DAVE STEEL COMPANY_US_70649100,401.8,Asheville,US_500-BAAN,USD,W30525I-1
5/16/2025,2025,5,Q2,Q2-2025,Professional Services,UL Mark Certification Service ,UL GMBH_US_70941193,30140.25,Asheville,US_500-BAAN,USD,34742234739
5/16/2025,2025,5,Q2,Q2-2025,Metals Raw and Finished,HSS 1 x 1 x 11ga ,DAVE STEEL COMPANY_US_70649100,985.2,Asheville,US_500-BAAN,USD,W30523I-1
5/16/2025,2025,5,Q2,Q2-2025,Equipment Maintenance and Calibration,Vacuum Pump Repair,"INNOVATIVE VACUUM SOLUTIONS, INC_US_70649905",2011,Asheville,US_500-BAAN,USD,52536
5/16/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,EXAMGLV NITR 9.5 SZ S 100EA/PK,THERMO FISHER (FISHER SCI)_US_292344,145.8,Asheville,US_500-BAAN,USD,0992615X
5/16/2025,2025,5,Q2,Q2-2025,Production Equipment and Supplies,"Indoor Enclosure with Hinged Cover and Knockouts, 16&quot; x 16&quot; x 6&quot;",MCMASTER-CARR SUPPLY CO_US_50004682,63.1,Asheville,US_500-BAAN,USD,45740601
5/16/2025,2025,5,Q2,Q2-2025,Production Equipment and Supplies,"Automatic Door Switch, Instant-Open, 1-5/8&quot; Diameter Exit Button",MCMASTER-CARR SUPPLY CO_US_50004682,103.95,Asheville,US_500-BAAN,USD,45740601
5/16/2025,2025,5,Q2,Q2-2025,Production Equipment and Supplies,High-Starting-Current DIN-Rail Mount Timer Relay,MCMASTER-CARR SUPPLY CO_US_50004682,80.4,Asheville,US_500-BAAN,USD,45740601
5/16/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"Fluke High-Accuracy Multimeter, True RMS, Number 179",MCMASTER-CARR SUPPLY CO_US_50004682,873.82,Asheville,US_500-BAAN,USD,45726593
5/16/2025,2025,5,Q2,Q2-2025,Site Equipment Spare Parts,"Vibration-Resistant Pressure Gauge, 304 Stainless Steel Case, 1/4 NPT Male Center Back Connection, 0-3000 PSI",MCMASTER-CARR SUPPLY CO_US_50004682,131.04,Asheville,US_500-BAAN,USD,45740523
5/16/2025,2025,5,Q2,Q2-2025,Product Services,"T-Slotted Framing, Sleeve Bearing for 1&quot; High Rail, 1 Flange, 1-7/8&quot; Long, Silver",MCMASTER-CARR SUPPLY CO_US_50004682,64.85,Asheville,US_500-BAAN,USD,45742577
5/16/2025,2025,5,Q2,Q2-2025,Product Services,"T-Slotted Framing Rail, Four Slot Single, Smooth, Silver, 1&quot; High x 1&quot; Wide, 5&apos; Long",MCMASTER-CARR SUPPLY CO_US_50004682,28.93,Asheville,US_500-BAAN,USD,45742577
5/16/2025,2025,5,Q2,Q2-2025,Product Services,"Electronic Variance Indicator, Plunger-Style, with 0&quot; to 1&quot; Measuring Range",MCMASTER-CARR SUPPLY CO_US_50004682,113.78,Asheville,US_500-BAAN,USD,45742577
5/15/2025,2025,5,Q2,Q2-2025,Hand Tools,"OEMTOOLS 24246 Double Head Windshield Suction Cups For Glass Windows, Automotive Repair Plate Lifter, 92 Pound Lift Capacity Glass Suction Holders With ABS Rubber Cups, Quick Release Levers",AMAZON CAPITAL SERVICES INC_US_70345775,25.47,Asheville,US_500-BAAN,USD,1LCX-H7D3-PRM4
5/15/2025,2025,5,Q2,Q2-2025,Product Services,"SWRT 2"" x 110FT Red Floor Marking Tape and Dance Splicing Tape, Caution Gym Floor Tape Warning Safety Stripe Tape for Floor Marking, Athletics, School, Restaurants, Equipment and More",AMAZON CAPITAL SERVICES INC_US_70345775,40.45,Asheville,US_500-BAAN,USD,1G1C-JGK6-NQH4
5/15/2025,2025,5,Q2,Q2-2025,Hardware/Fasteners,CONN SOCKET 22-28AWG CRIMP TIN,DIGI KEY ELECTRONICS_US_50051980,2.46,Asheville,US_500-BAAN,USD,112588943
5/15/2025,2025,5,Q2,Q2-2025,Hardware/Fasteners,CONN SOCKET 22-26AWG CRIMP TIN,DIGI KEY ELECTRONICS_US_50051980,2.58,Asheville,US_500-BAAN,USD,112588943
5/15/2025,2025,5,Q2,Q2-2025,OEM - Kitting,71712347 O-RING,AMADA AMERICA INC_US_70576351,13.65,Asheville,US_500-BAAN,USD,IN0000067282
5/15/2025,2025,5,Q2,Q2-2025,Waste Management,Veolia PO#,VEOLIA ENVIRONMENTAL SERVICES LLC_US_69320532,9097.86,Asheville,US_500-BAAN,USD,INV-549504
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,GOJO[REG] Luxury Foam Handwash,FASTENAL CO_US_323253,96,Asheville,US_500-BAAN,USD,NCBUN87517
5/15/2025,2025,5,Q2,Q2-2025,Hardware/Fasteners,12 H X 18 W - Rectan,FASTENAL CO_US_323253,24.83,Asheville,US_500-BAAN,USD,NCBUN87514
5/15/2025,2025,5,Q2,Q2-2025,Hardware/Fasteners,12 H X 18 W - Rectan,FASTENAL CO_US_323253,24.83,Asheville,US_500-BAAN,USD,NCBUN87514
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,"#E-3469 0.149"" Blade Expansion Copper, Aluminum, B",FASTENAL CO_US_323253,133.69,Asheville,US_500-BAAN,USD,NCBUN87516
5/15/2025,2025,5,Q2,Q2-2025,Hand Tools,2Pc Matte Chrome High Alloy Steel Slotted / Philli,FASTENAL CO_US_323253,10.99,Asheville,US_500-BAAN,USD,NCBUN87516
5/15/2025,2025,5,Q2,Q2-2025,Hand Tools,"8-32 UNC HSS 2 Flute Bright Finish H3, Spiral Poin",FASTENAL CO_US_323253,103.14,Asheville,US_500-BAAN,USD,NCBUN87516
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,12oz Table Top Pump Bottle PURELL[REG] Advanced Ha,FASTENAL CO_US_323253,138.52,Asheville,US_500-BAAN,USD,NCBUN87516
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,21-50 - 1/2" ORMADUS[REG] Self Insulated MIG Nozzl,FASTENAL CO_US_323253,25.32,Asheville,US_500-BAAN,USD,NCBUN87515
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,"41V24 - Long ORMADUS[REG] Back Cap for 9,20 Series",FASTENAL CO_US_323253,4.5,Asheville,US_500-BAAN,USD,NCBUN87515
5/15/2025,2025,5,Q2,Q2-2025,Office Supplies,"STAPLES FILE FOLDERS, 1/3-CUT",STAPLES BUSINESS ADVANTAGE_US_246182,1.55,Asheville,US_500-BAAN,USD,6032106021
5/15/2025,2025,5,Q2,Q2-2025,Office Supplies,SAFCO ONYX 3266 MESH DESKTOP O,STAPLES BUSINESS ADVANTAGE_US_246182,55.91,Asheville,US_500-BAAN,USD,6032106021
5/15/2025,2025,5,Q2,Q2-2025,Office Supplies,2025 BROWNTROUT ARIZONA NATION,STAPLES BUSINESS ADVANTAGE_US_246182,17.49,Asheville,US_500-BAAN,USD,6032106013
5/15/2025,2025,5,Q2,Q2-2025,Cafe Services,2024 Blanket PO for Cafeteria Services ,"WHITT'S CATERING SERVICE, INC_US_70653759",615.25,Asheville,US_500-BAAN,USD,6517
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,"Wastebasket,Rectangular,3-1/2 gal.,Black",GRAINGER_US_243660,41.76,Asheville,US_500-BAAN,USD,9247750947A
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,"Trash Bags,55 gal.,Black,PK20",GRAINGER_US_243660,18.28,Asheville,US_500-BAAN,USD,9247750947A
5/15/2025,2025,5,Q2,Q2-2025,MRO Services,"Air Filter Pad,10x10x1,Less Than 5 MERV",GRAINGER_US_243660,69,Asheville,US_500-BAAN,USD,9247750947A
5/15/2025,2025,5,Q2,Q2-2025,Production Equipment and Supplies,"Antifatigue Mat,2 ft. W,5 ft. L",W W GRAINGER INC_US_70999993,1399.12,Asheville,US_500-BAAN,USD,9431026179
5/15/2025,2025,5,Q2,Q2-2025,Production Equipment and Supplies,Mobile Louvered Floor Rack:  36in x 24in x 72in,W W GRAINGER INC_US_70999993,736.36,Asheville,US_500-BAAN,USD,9435796728
5/15/2025,2025,5,Q2,Q2-2025,IT Consultant Services,Advanity 24/25 Annual Maintenance Contract,ADVANITY TECHNOLOGIES LLC_US_70776254,36000,Asheville,US_500-BAAN,USD,8606
5/15/2025,2025,5,Q2,Q2-2025,Equipment Maintenance and Calibration,"4 Mitutoyo 12"" square,steel, grade 0","MSI VIKING GAGE,LLC-SERVICE_US_70650441",3005.64,Asheville,US_500-BAAN,USD,465682
5/15/2025,2025,5,Q2,Q2-2025,Industrial Gases,Weekly Dry Ice Blanket PO,AIRGAS DRY ICE_US_231711,263.52,Asheville,US_500-BAAN,USD,9161083767
5/15/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,GARDOCLEAN R 1700 F (53 GLA),CHEMETALL US INC_US_70733460,5316.96,Asheville,US_500-BAAN,USD,9341433329
5/15/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,Gardobond Additive H 7230 (54 GLA),CHEMETALL US INC_US_70733460,5609.52,Asheville,US_500-BAAN,USD,9341433330
5/15/2025,2025,5,Q2,Q2-2025,Other Consumables and Supplies,Gardobond Additive H 7230 (54 GLA),CHEMETALL US INC_US_70733460,2404.08,Asheville,US_500-BAAN,USD,9341433331
5/15/2025,2025,5,Q2,Q2-2025,Waste Management,Purchase Order Number,"CURBSIDE MANAGEMENT, INC_US_70655618",40,Asheville,US_500-BAAN,USD,31719
5/15/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"Adjustable-Height Stool, Mobile with Red Plastic Seat, 17&quot; to 22&quot; High",MCMASTER-CARR SUPPLY CO_US_50004682,252.48,Asheville,US_500-BAAN,USD,45652660
5/15/2025,2025,5,Q2,Q2-2025,OEM - Kitting,"Bonding and Grounding Clamp with 3&apos;Noninsulated Cable, Alligator Clip Connections",MCMASTER-CARR SUPPLY CO_US_50004682,60.56,Asheville,US_500-BAAN,USD,45652660
5/14/2025,2025,5,Q2,Q2-2025,Electronic Components,"Legrand Pass & Seymour L630PCCV3 Turnlok Industrial Spec Grade Locking Plug, 30 Amp 250V, NEMA L6-30P, Black/White (1 Count)",AMAZON CAPITAL SERVICES INC_US_70345775,15.99,Asheville,US_500-BAAN,USD,1CT1-6DT1-76HP
5/14/2025,2025,5,Q2,Q2-2025,Uniforms,Cintas Uniform Service Blanket for 2024/2025,CINTAS #223_US_70680353,211.97,Asheville,US_500-BAAN,USD,4229511069
5/14/2025,2025,5,Q2,Q2-2025,Uniforms,Cintas Uniform Service Blanket for 2024/2025,CINTAS #223_US_70680353,589.19,Asheville,US_500-BAAN,USD,4229511056
5/14/2025,2025,5,Q2,Q2-2025,Uniforms,Cintas Uniform Service Blanket for 2024/2025,CINTAS #223_US_70680353,20.83,Asheville,US_500-BAAN,USD,4229510799
5/14/2025,2025,5,Q2,Q2-2025,Industrial Supplies,2025 Blanket PO for Striped Towels,CINTAS #223_US_70680353,235.92,Asheville,US_500-BAAN,USD,4229510823
